PHD2 version 2.4.0, Log version 2.5. Log enabled at 2014-11-29 22:08:26

Guiding Begins at 2014-11-29 22:08:42
Dither = both axes, Dither scale = 1.000, Image noise reduction = none, Guide-frame time lapse = 0, Server enabled
Pixel scale = 7.73 arc-sec/px, Focal length = 100 mm
Search region = 15 px, Star mass tolerance = 50.0%
Equipment Profile = q5_100
Camera = Simulator, gain = 95, full size = 752 x 580, no dark, no defect map, pixel size = 3.8 um
Exposure = 1000 ms
Mount = EQMOD ASCOM Simulator,  connected, guiding enabled, xAngle = -3.5, xRate = 0.0006, yAngle = 265.2, yRate = 0.0008, Dec = 90.0 deg, Pier side = West
X guide algorithm = Hysteresis, Hysteresis = 0.100, Aggression = 0.700, Minimum move = 0.170
Y guide algorithm = Resist Switch, Minimum move = 0.170
Calibration step = phdlab_placeholder, Max RA duration = 2000, Max DEC duration = 2000, DEC guide mode = Auto
Lock position = 428.883, 179.151, Star position = 428.883, 179.151
Frame,Time,mount,dx,dy,RARawDistance,DECRawDistance,RAGuideDistance,DECGuideDistance,RADuration,RADirection,DECDuration,DECDirection,XStep,YStep,StarMass,SNR,ErrorCode
684,3718.346,"Mount",10.383,-38.338,-12.729,37.897,-8.635,37.897,2000,E,2000,S,,,89626,8.52,0
685,3723.946,"Mount",10.414,-38.232,-12.753,37.790,-8.639,37.790,2000,E,2000,S,,,76980,8.60,0
686,3729.546,"Mount",10.742,-38.500,-13.097,38.044,-8.856,38.044,2000,E,2000,S,,,93265,8.78,0
687,3735.162,"Mount",10.527,-38.534,-12.885,38.087,-8.737,38.087,2000,E,2000,S,,,84803,8.01,0
688,3740.763,"Mount",10.493,-38.775,-12.866,38.329,-8.717,38.329,2000,E,2000,S,,,84967,8.09,0
689,3746.348,"Mount",10.408,-38.354,-12.755,37.912,-8.646,37.912,2000,E,2000,S,,,98055,7.61,0
690,3751.948,"Mount",11.070,-38.549,-13.427,38.081,-9.064,38.081,2000,E,2000,S,,,92964,8.67,0
691,3757.564,"Mount",10.755,-38.551,-13.113,38.095,-8.896,38.095,2000,E,2000,S,,,77683,8.23,0
692,3763.196,"Mount",10.909,-38.846,-13.285,38.384,-8.992,38.384,2000,E,2000,S,,,76212,10.25,0
693,3768.796,"Mount",10.994,-38.812,-13.368,38.346,-9.051,38.346,2000,E,2000,S,,,69308,11.82,0
694,3774.397,"Mount",11.023,-38.958,-13.406,38.490,-9.079,38.490,2000,E,2000,S,,,65386,12.69,0
695,3779.997,"Mount",11.041,-38.939,-13.423,38.471,-9.092,38.471,2000,E,2000,S,,,73376,11.96,0
696,3785.597,"Mount",11.069,-38.877,-13.447,38.408,-9.108,38.408,2000,E,2000,S,,,70430,12.79,0
697,3791.198,"Mount",11.069,-38.894,-13.448,38.425,-9.110,38.425,2000,E,2000,S,,,62793,11.65,0
698,3796.783,"Mount",11.190,-39.082,-13.580,38.608,-9.193,38.608,2000,E,2000,S,,,61415,11.55,0
699,3802.383,"Mount",11.185,-39.176,-13.581,38.702,-9.200,38.702,2000,E,2000,S,,,75020,10.55,0
700,3807.999,"Mount",11.090,-39.078,-13.480,38.608,-9.137,38.608,2000,E,2000,S,,,73873,12.85,0
701,3813.584,"Mount",11.045,-39.124,-13.438,38.656,-9.106,38.656,2000,E,2000,S,,,74069,10.18,0
702,3819.184,"Mount",11.146,-39.305,-13.550,38.833,-9.174,38.833,2000,E,2000,S,,,76135,9.88,0
703,3824.769,"Mount",11.214,-39.165,-13.609,38.690,-9.216,38.690,2000,E,2000,S,,,78166,8.89,0
704,3830.369,"Mount",11.160,-39.353,-13.567,38.880,-9.192,38.880,2000,E,2000,S,,,79185,8.63,0
705,3835.954,"Mount",10.897,-39.757,-13.330,39.294,-9.041,39.294,2000,E,2000,S,,,73699,9.21,0
706,3841.555,"Mount",10.818,-39.778,-13.252,39.319,-8.981,39.319,2000,E,2000,S,,,96418,9.08,0
707,3847.155,"Mount",11.135,-39.776,-13.568,39.304,-9.177,39.304,2000,E,2000,S,,,87864,8.67,0
708,3852.740,"Mount",10.860,-39.803,-13.295,39.342,-9.018,39.342,2000,E,2000,S,,,80032,11.30,0
709,3858.340,"Mount",10.883,-39.845,-13.321,39.382,-9.024,39.382,2000,E,2000,S,,,74904,9.90,0
710,3863.972,"Mount",10.872,-40.087,-13.325,39.625,-9.026,39.625,2000,E,2000,S,,,77480,9.90,0
711,3869.588,"Mount",10.793,-40.209,-13.254,39.750,-8.982,39.750,2000,E,2000,S,,,76853,9.65,0
712,3875.204,"Mount",10.819,-39.995,-13.266,39.535,-8.987,39.535,2000,E,2000,S,,,88521,8.91,0
713,3880.804,"Mount",10.727,-40.080,-13.179,39.624,-8.932,39.624,2000,E,2000,S,,,82773,10.00,0
714,3886.436,"Mount",11.016,-40.192,-13.475,39.725,-9.115,39.725,2000,E,2000,S,,,85429,8.53,0
715,3892.036,"Mount",10.696,-40.202,-13.156,39.747,-8.926,39.747,2000,E,2000,S,,,77363,9.84,0
716,3897.637,"Mount",11.024,-40.122,-13.479,39.654,-9.117,39.654,2000,E,2000,S,,,82757,8.89,0
717,3903.237,"Mount",11.165,-40.397,-13.636,39.923,-9.229,39.923,2000,E,2000,S,,,74693,9.59,0
718,3908.838,"Mount",11.114,-40.364,-13.583,39.892,-9.203,39.892,2000,E,2000,S,,,76578,9.10,0
719,3914.438,"Mount",11.113,-40.515,-13.592,40.043,-9.207,40.043,2000,E,2000,S,,,84947,9.68,0
720,3920.085,"Mount",11.171,-40.462,-13.647,39.988,-9.242,39.988,2000,E,2000,S,,,99408,8.23,0
721,3925.670,"Mount",11.107,-40.541,-13.587,40.070,-9.207,40.070,2000,E,2000,S,,,74168,10.23,0
722,3931.270,"Mount",10.923,-40.499,-13.401,40.034,-9.087,40.034,2000,E,2000,S,,,77306,9.62,0
723,3936.871,"Mount",11.142,-40.573,-13.624,40.100,-9.219,40.100,2000,E,2000,S,,,79463,9.26,0
724,3942.456,"Mount",11.039,-40.606,-13.524,40.137,-9.165,40.137,2000,E,2000,S,,,64746,10.63,0
725,3948.056,"Mount",11.135,-40.708,-13.626,40.235,-9.226,40.235,2000,E,2000,S,,,76754,10.02,0
726,3953.656,"Mount",11.139,-40.790,-13.634,40.317,-9.235,40.317,2000,E,2000,S,,,77636,11.95,0
727,3959.272,"Mount",11.086,-40.791,-13.582,40.320,-9.203,40.320,2000,E,2000,S,,,70563,12.94,0
728,3964.873,"Mount",11.295,-40.920,-13.798,40.440,-9.337,40.440,2000,E,2000,S,,,74105,13.43,0
729,3970.473,"Mount",11.267,-40.930,-13.771,40.452,-9.329,40.452,2000,E,2000,S,,,66154,11.03,0
730,3976.089,"Mount",11.321,-40.966,-13.827,40.486,-9.364,40.486,2000,E,2000,S,,,70228,10.90,0
731,3981.690,"Mount",11.152,-41.143,-13.670,40.669,-9.267,40.669,2000,E,2000,S,,,79399,10.31,0
732,3987.275,"Mount",11.309,-41.198,-13.829,40.718,-9.361,40.718,2000,E,2000,S,,,70689,10.47,0
733,3992.891,"Mount",11.498,-41.109,-14.012,40.621,-9.483,40.621,2000,E,2000,S,,,76526,9.92,0
734,3998.507,"Mount",11.144,-41.187,-13.664,40.713,-9.272,40.713,2000,E,2000,S,,,89164,8.06,0
735,4004.107,"Mount",11.340,-41.088,-13.854,40.607,-9.377,40.607,2000,E,2000,S,,,87780,9.18,0
736,4009.692,"Mount",11.767,-41.435,-14.301,40.937,-9.666,40.937,2000,E,2000,S,,,94210,7.78,0
737,4015.292,"Mount",11.985,-41.510,-14.523,41.002,-9.826,41.002,2000,E,2000,S,,,105723,7.57,0
738,4020.893,"Mount",11.559,-41.506,-14.098,41.015,-9.569,41.015,2000,E,2000,S,,,89282,8.14,0
739,4026.493,"Mount",11.747,-41.258,-14.270,40.760,-9.660,40.760,2000,E,2000,S,,,83091,8.14,0
740,4032.109,"Mount",11.891,-41.732,-14.443,41.228,-9.775,41.228,2000,E,2000,S,,,95723,7.55,0
741,4037.709,"Mount",11.710,-41.685,-14.259,41.189,-9.668,41.189,2000,E,2000,S,,,84047,8.86,0
742,4043.310,"Mount",11.798,-41.591,-14.341,41.091,-9.712,41.091,2000,E,2000,S,,,87772,8.93,0
743,4048.895,"Mount",11.976,-41.756,-14.530,41.249,-9.833,41.249,2000,E,2000,S,,,78941,9.13,0
744,4054.495,"Mount",11.714,-41.844,-14.273,41.348,-9.681,41.348,2000,E,2000,S,,,75936,9.45,0
745,4060.095,"Mount",11.652,-42.141,-14.230,41.647,-9.643,41.647,2000,E,2000,S,,,68250,9.97,0
746,4065.696,"Mount",11.908,-41.967,-14.475,41.462,-9.794,41.462,2000,E,2000,S,,,84904,8.72,0
747,4071.296,"Mount",11.641,-42.040,-14.213,41.546,-9.639,41.546,2000,E,2000,S,,,79152,10.63,0
748,4076.897,"Mount",11.370,-42.027,-13.942,41.544,-9.458,41.544,2000,E,2000,S,,,72142,11.07,0
749,4082.497,"Mount",11.516,-42.122,-14.093,41.633,-9.540,41.633,2000,E,2000,S,,,81506,9.48,0
750,4088.098,"Mount",11.403,-42.314,-13.992,41.829,-9.483,41.829,2000,E,2000,S,,,79098,9.99,0
751,4093.714,"Mount",11.341,-42.050,-13.914,41.568,-9.430,41.568,2000,E,2000,S,,,84234,9.32,0
752,4099.283,"Mount",11.527,-42.141,-14.105,41.651,-9.546,41.651,2000,E,2000,S,,,88485,8.32,0
753,4104.883,"Mount",11.560,-42.290,-14.148,41.799,-9.581,41.799,2000,E,2000,S,,,93979,8.67,0
754,4110.484,"Mount",11.118,-42.528,-13.720,42.054,-9.315,42.054,2000,E,2000,S,,,78750,8.98,0
755,4116.068,"Mount",11.236,-42.692,-13.849,42.213,-9.377,42.213,2000,E,2000,S,,,72411,10.31,0
756,4121.669,"Mount",11.359,-42.598,-13.966,42.115,-9.455,42.115,2000,E,2000,S,,,74282,9.21,0
757,4127.269,"Mount",11.293,-42.670,-13.904,42.190,-9.422,42.190,2000,E,2000,S,,,84739,9.93,0
758,4132.870,"Mount",11.320,-42.761,-13.937,42.279,-9.440,42.279,2000,E,2000,S,,,73369,9.71,0
759,4138.454,"Mount",11.387,-42.938,-14.015,42.453,-9.490,42.453,2000,E,2000,S,,,72813,9.25,0
760,4144.055,"Mount",11.469,-43.007,-14.101,42.519,-9.548,42.519,2000,E,2000,S,,,71888,10.57,0
761,4149.655,"Mount",11.477,-42.990,-14.108,42.502,-9.556,42.502,2000,E,2000,S,,,76188,9.46,0
762,4155.271,"Mount",11.591,-42.867,-14.214,42.374,-9.624,42.374,2000,E,2000,S,,,89955,10.35,0
763,4160.856,"Mount",11.866,-42.858,-14.488,42.354,-9.801,42.354,2000,E,2000,S,,,76495,10.07,0
764,4166.456,"Mount",11.686,-43.065,-14.321,42.569,-9.708,42.569,2000,E,2000,S,,,74392,10.57,0
765,4172.057,"Mount",12.041,-43.229,-14.686,42.718,-9.932,42.718,2000,E,2000,S,,,82138,9.00,0
766,4177.657,"Mount",12.054,-43.009,-14.684,42.498,-9.946,42.498,2000,E,2000,S,,,78552,10.73,0
767,4183.258,"Mount",11.857,-43.018,-14.489,42.514,-9.824,42.514,2000,E,2000,S,,,78432,9.20,0
768,4188.874,"Mount",11.810,-43.126,-14.449,42.625,-9.791,42.625,2000,E,2000,S,,,76469,10.86,0
769,4194.474,"Mount",12.069,-43.221,-14.713,42.709,-9.955,42.709,2000,E,2000,S,,,80388,9.91,0
770,4200.075,"Mount",12.195,-43.356,-14.847,42.840,-10.050,42.840,2000,E,2000,S,,,82230,9.34,0
771,4205.878,"Mount",12.136,-43.384,-14.790,42.869,-10.021,42.869,2000,E,2000,S,,,85218,9.64,0
772,4211.478,"Mount",12.148,-43.695,-14.821,43.179,-10.038,43.179,2000,E,2000,S,,,76068,9.61,0
773,4217.094,"Mount",11.906,-43.512,-14.568,43.006,-9.881,43.006,2000,E,2000,S,,,70912,10.06,0
774,4222.695,"Mount",12.280,-43.536,-14.943,43.016,-10.105,43.016,2000,E,2000,S,,,74504,9.42,0
775,4228.295,"Mount",11.992,-43.745,-14.668,43.235,-9.948,43.235,2000,E,2000,S,,,84731,9.48,0
776,4233.895,"Mount",12.220,-43.638,-14.889,43.120,-10.076,43.120,2000,E,2000,S,,,59556,11.52,0
777,4239.496,"Mount",12.222,-43.730,-14.897,43.212,-10.090,43.212,2000,E,2000,S,,,64816,11.14,0
778,4245.096,"Mount",12.205,-43.913,-14.891,43.395,-10.088,43.395,2000,E,2000,S,,,61801,11.90,0
779,4250.697,"Mount",12.236,-43.861,-14.919,43.342,-10.105,43.342,2000,E,2000,S,,,59941,12.41,0
780,4256.297,"Mount",12.218,-43.858,-14.901,43.339,-10.095,43.339,2000,E,2000,S,,,68174,10.59,0
781,4261.897,"Mount",12.425,-44.052,-15.120,43.526,-10.232,43.526,2000,E,2000,S,,,71106,10.62,0
782,4267.498,"Mount",12.282,-44.018,-14.974,43.497,-10.150,43.497,2000,E,2000,S,,,73789,11.18,0
783,4273.114,"Mount",12.337,-44.055,-15.031,43.532,-10.180,43.532,2000,E,2000,S,,,71796,10.82,0
784,4278.714,"Mount",12.218,-44.115,-14.916,43.597,-10.110,43.597,2000,E,2000,S,,,66427,11.74,0
785,4284.330,"Mount",12.252,-44.035,-14.946,43.515,-10.124,43.515,2000,E,2000,S,,,83001,8.92,0
786,4289.931,"Mount",12.613,-44.122,-15.311,43.588,-10.355,43.588,2000,E,2000,S,,,91035,8.15,0
787,4295.531,"Mount",12.396,-44.164,-15.098,43.639,-10.236,43.639,2000,E,2000,S,,,74853,9.32,0
788,4301.131,"Mount",12.393,-44.523,-15.117,43.997,-10.240,43.997,2000,E,2000,S,,,92317,8.04,0
789,4306.763,"Mount",12.401,-44.348,-15.114,43.822,-10.239,43.822,2000,E,2000,S,,,78245,9.51,0
790,4312.363,"Mount",12.230,-44.512,-14.953,43.993,-10.137,43.993,2000,E,2000,S,,,73457,10.01,0
791,4317.964,"Mount",12.199,-44.720,-14.935,44.202,-10.119,44.202,2000,E,2000,S,,,73750,9.71,0
792,4323.564,"Mount",11.990,-44.760,-14.729,44.251,-9.987,44.251,2000,E,2000,S,,,66217,10.67,0
793,4329.180,"Mount",12.203,-44.889,-14.950,44.371,-10.118,44.371,2000,E,2000,S,,,63625,12.19,0
794,4334.781,"Mount",12.099,-44.977,-14.851,44.462,-10.064,44.462,2000,E,2000,S,,,66381,12.31,0
795,4340.397,"Mount",12.096,-44.871,-14.842,44.357,-10.055,44.357,2000,E,2000,S,,,65985,11.81,0
796,4345.997,"Mount",12.105,-44.851,-14.849,44.336,-10.059,44.336,2000,E,2000,S,,,63834,11.70,0
797,4351.613,"Mount",12.033,-45.099,-14.793,44.587,-10.023,44.587,2000,E,2000,S,,,73102,12.20,0
798,4357.214,"Mount",11.965,-45.052,-14.722,44.543,-9.976,44.543,2000,E,2000,S,,,68782,11.50,0
799,4362.798,"Mount",12.147,-45.135,-14.909,44.618,-10.091,44.618,2000,E,2000,S,,,67083,10.22,0
800,4368.399,"Mount",11.979,-45.062,-14.737,44.553,-9.991,44.553,2000,E,2000,S,,,65385,11.27,0
801,4373.999,"Mount",12.249,-45.271,-15.019,44.750,-10.162,44.750,2000,E,2000,S,,,78788,11.19,0
802,4379.584,"Mount",12.082,-45.280,-14.853,44.766,-10.068,44.766,2000,E,2000,S,,,74890,10.49,0
803,4385.169,"Mount",12.203,-45.244,-14.972,44.726,-10.137,44.726,2000,E,2000,S,,,77286,9.89,0
804,4390.769,"Mount",12.319,-45.403,-15.097,44.879,-10.221,44.879,2000,E,2000,S,,,79132,10.10,0
805,4396.370,"Mount",12.309,-45.583,-15.098,45.060,-10.227,45.060,2000,E,2000,S,,,111410,7.90,0
806,4401.970,"Mount",12.544,-45.332,-15.318,44.800,-10.366,44.800,2000,E,2000,S,,,95742,7.82,0
807,4407.570,"Mount",12.393,-45.661,-15.186,45.134,-10.293,45.134,2000,E,2000,S,,,89781,8.80,0
808,4413.155,"Mount",12.283,-45.327,-15.056,44.805,-10.206,44.805,2000,E,2000,S,,,99194,7.75,0
809,4418.740,"Mount",12.612,-45.624,-15.403,45.088,-10.418,45.088,2000,E,2000,S,,,89991,8.96,0
810,4424.356,"Mount",12.559,-45.992,-15.373,45.459,-10.414,45.459,2000,E,2000,S,,,95591,7.74,0
811,4429.957,"Mount",12.381,-45.647,-15.174,45.121,-10.289,45.121,2000,E,2000,S,,,91096,8.08,0
812,4435.541,"Mount",12.552,-45.527,-15.338,44.994,-10.383,44.994,2000,E,2000,S,,,79520,9.27,0
813,4441.142,"Mount",12.529,-45.746,-15.328,45.214,-10.384,45.214,2000,E,2000,S,,,92421,9.54,0
814,4446.727,"Mount",12.779,-45.904,-15.587,45.362,-10.547,45.362,2000,E,2000,S,,,68834,10.35,0
815,4452.327,"Mount",12.862,-46.054,-15.679,45.508,-10.616,45.508,2000,E,2000,S,,,77499,11.11,0
816,4457.927,"Mount",13.009,-46.107,-15.830,45.556,-10.716,45.556,2000,E,2000,S,,,70034,9.84,0
817,4463.528,"Mount",12.891,-46.124,-15.712,45.578,-10.649,45.578,2000,E,2000,S,,,84395,9.19,0
818,4469.128,"Mount",12.666,-46.021,-15.481,45.483,-10.498,45.483,2000,E,2000,S,,,82146,9.13,0
819,4474.729,"Mount",13.031,-46.226,-15.858,45.674,-10.725,45.674,2000,E,2000,S,,,92984,8.41,0
820,4480.329,"Mount",12.855,-46.059,-15.672,45.514,-10.624,45.514,2000,E,2000,S,,,94053,7.70,0
821,4485.961,"Mount",12.932,-46.242,-15.761,45.693,-10.673,45.693,2000,E,2000,S,,,71849,9.92,0
822,4491.545,"Mount",13.016,-46.186,-15.841,45.634,-10.727,45.634,2000,E,2000,S,,,69403,9.82,0
823,4497.130,"Mount",12.668,-46.336,-15.503,45.798,-10.518,45.798,2000,E,2000,S,,,80725,9.88,0
824,4502.731,"Mount",13.020,-46.430,-15.860,45.878,-10.728,45.878,2000,E,2000,S,,,86257,9.66,0
825,4508.331,"Mount",13.009,-46.466,-15.851,45.914,-10.737,45.914,2000,E,2000,S,,,78743,9.36,0
826,4513.931,"Mount",13.068,-46.906,-15.937,46.352,-10.792,46.352,2000,E,2000,S,,,83351,8.92,0
827,4519.532,"Mount",12.857,-46.774,-15.718,46.228,-10.658,46.228,2000,E,2000,S,,,77077,10.75,0
828,4525.117,"Mount",13.068,-46.705,-15.925,46.151,-10.779,46.151,2000,E,2000,S,,,83319,9.57,0
829,4530.717,"Mount",12.934,-46.788,-15.797,46.239,-10.707,46.239,2000,E,2000,S,,,81841,9.33,0
830,4536.317,"Mount",12.828,-46.883,-15.697,46.338,-10.638,46.338,2000,E,2000,S,,,73094,11.56,0
831,4541.918,"Mount",12.971,-46.937,-15.843,46.387,-10.726,46.387,2000,E,2000,S,,,72861,11.21,0
832,4547.518,"Mount",12.938,-47.128,-15.821,46.579,-10.718,46.579,2000,E,2000,S,,,65149,9.75,0
833,4553.119,"Mount",12.836,-47.060,-15.716,46.515,-10.651,46.515,2000,E,2000,S,,,69317,10.19,0
834,4558.719,"Mount",12.863,-47.281,-15.756,46.734,-10.672,46.734,2000,E,2000,S,,,76238,8.96,0
835,4564.335,"Mount",12.681,-47.211,-15.570,46.672,-10.556,46.672,2000,E,2000,S,,,88713,9.06,0
836,4569.936,"Mount",12.933,-47.139,-15.817,46.590,-10.704,46.590,2000,E,2000,S,,,81005,8.44,0
837,4575.536,"Mount",12.717,-47.162,-15.602,46.622,-10.579,46.622,2000,E,2000,S,,,96603,7.38,0
838,4581.152,"Mount",12.503,-47.315,-15.399,46.783,-10.442,46.783,2000,E,2000,S,,,103077,7.40,0
839,4586.752,"Mount",12.635,-47.300,-15.530,46.762,-10.515,46.762,2000,E,2000,S,,,86451,7.91,0
840,4592.353,"Mount",12.790,-47.450,-15.693,46.906,-10.623,46.906,2000,E,2000,S,,,107684,7.86,0
841,4597.953,"Mount",12.835,-47.612,-15.748,47.066,-10.665,47.066,2000,E,2000,S,,,91998,7.71,0
842,4603.538,"Mount",12.039,-47.634,-14.955,47.119,-10.168,47.119,2000,E,2000,S,,,114128,7.31,0
843,4609.138,"Mount",12.713,-47.654,-15.629,47.113,-10.558,47.113,2000,E,2000,S,,,97775,8.28,0
844,4614.739,"Mount",12.771,-47.925,-15.704,47.382,-10.633,47.382,2000,E,2000,S,,,82186,9.00,0
845,4620.339,"Mount",12.955,-47.847,-15.883,47.297,-10.750,47.297,2000,E,2000,S,,,73178,10.50,0
846,4625.940,"Mount",12.888,-47.832,-15.815,47.284,-10.716,47.284,2000,E,2000,S,,,63917,10.05,0
847,4631.524,"Mount",13.108,-47.969,-16.043,47.412,-10.857,47.412,2000,E,2000,S,,,61313,12.46,0
848,4637.156,"Mount",13.103,-47.898,-16.033,47.342,-10.861,47.342,2000,E,2000,S,,,62075,11.43,0
849,4642.772,"Mount",13.168,-47.955,-16.102,47.396,-10.905,47.396,2000,E,2000,S,,,68071,13.48,0
850,4648.372,"Mount",13.237,-48.060,-16.177,47.498,-10.955,47.498,2000,E,2000,S,,,69268,11.23,0
851,4653.973,"Mount",13.255,-47.983,-16.191,47.420,-10.967,47.420,2000,E,2000,S,,,73845,12.40,0
852,4659.573,"Mount",13.257,-47.959,-16.191,47.397,-10.968,47.397,2000,E,2000,S,,,68931,11.19,0
853,4665.158,"Mount",13.283,-48.148,-16.229,47.584,-10.992,47.584,2000,E,2000,S,,,69569,9.55,0
854,4670.759,"Mount",13.321,-48.014,-16.258,47.449,-11.012,47.449,2000,E,2000,S,,,65647,10.41,0
855,4676.359,"Mount",13.402,-48.176,-16.349,47.607,-11.071,47.607,2000,E,2000,S,,,86238,8.60,0
856,4681.975,"Mount",13.445,-48.131,-16.390,47.561,-11.100,47.561,2000,E,2000,S,,,72958,9.37,0
857,4687.575,"Mount",13.568,-48.203,-16.517,47.627,-11.183,47.627,2000,E,2000,S,,,93231,8.07,0
858,4693.145,"Mount",13.309,-48.408,-16.270,47.843,-11.033,47.843,2000,E,2000,S,,,97261,8.69,0
859,4698.745,"Mount",13.280,-48.517,-16.249,47.953,-11.009,47.953,2000,E,2000,S,,,83686,8.53,0
860,4704.377,"Mount",13.372,-48.629,-16.347,48.061,-11.069,48.061,2000,E,2000,S,,,82709,8.46,0
861,4709.977,"Mount",13.430,-48.328,-16.387,47.759,-11.098,47.759,2000,E,2000,S,,,95869,8.39,0
862,4715.609,"Mount",13.487,-48.942,-16.482,48.369,-11.160,48.369,2000,E,2000,S,,,86631,8.85,0
863,4721.209,"Mount",13.508,-48.706,-16.488,48.133,-11.169,48.133,2000,E,2000,S,,,76617,10.12,0
864,4726.809,"Mount",13.278,-49.031,-16.278,48.467,-11.037,48.467,2000,E,2000,S,,,95294,8.91,0
865,4732.410,"Mount",13.403,-48.950,-16.398,48.380,-11.103,48.380,2000,E,2000,S,,,76224,10.57,0
866,4737.995,"Mount",13.470,-48.885,-16.460,48.313,-11.147,48.313,2000,E,2000,S,,,72791,10.52,0
867,4743.611,"Mount",13.486,-49.046,-16.486,48.473,-11.167,48.473,2000,E,2000,S,,,84512,10.02,0
868,4749.242,"Mount",13.544,-49.088,-16.547,48.513,-11.206,48.513,2000,E,2000,S,,,80726,9.39,0
869,4754.874,"Mount",13.395,-49.077,-16.398,48.508,-11.115,48.508,2000,E,2000,S,,,76957,10.34,0
870,4760.474,"Mount",13.513,-49.193,-16.523,48.619,-11.188,48.619,2000,E,2000,S,,,94024,7.97,0
871,4766.075,"Mount",13.634,-49.111,-16.638,48.532,-11.265,48.532,2000,E,2000,S,,,83873,9.57,0
872,4771.675,"Mount",13.363,-49.260,-16.377,48.692,-11.106,48.692,2000,E,2000,S,,,84163,9.35,0
873,4777.276,"Mount",13.273,-49.044,-16.274,48.480,-11.030,48.480,2000,E,2000,S,,,90828,7.64,0
874,4782.876,"Mount",13.185,-49.425,-16.210,48.864,-10.984,48.864,2000,E,2000,S,,,98054,7.39,0
875,4788.476,"Mount",13.579,-49.778,-16.624,49.201,-11.242,49.201,2000,E,2000,S,,,94219,8.08,0
876,4794.077,"Mount",13.468,-49.689,-16.508,49.117,-11.187,49.117,2000,E,2000,S,,,82253,9.43,0
877,4799.693,"Mount",13.239,-49.685,-16.279,49.122,-11.039,49.122,2000,E,2000,S,,,75154,10.07,0
878,4805.293,"Mount",13.314,-49.704,-16.356,49.137,-11.077,49.137,2000,E,2000,S,,,75222,10.38,0
879,4810.894,"Mount",13.345,-49.907,-16.399,49.339,-11.107,49.339,2000,E,2000,S,,,73685,10.06,0
880,4816.494,"Mount",13.264,-49.887,-16.316,49.322,-11.057,49.322,2000,E,2000,S,,,67402,12.02,0
881,4822.094,"Mount",13.224,-50.015,-16.285,49.452,-11.033,49.452,2000,E,2000,S,,,61419,12.55,0
882,4827.695,"Mount",13.402,-49.973,-16.460,49.403,-11.142,49.403,2000,E,2000,S,,,68199,11.77,0
883,4833.311,"Mount",13.324,-49.976,-16.382,49.409,-11.101,49.409,2000,E,2000,S,,,82483,9.72,0
884,4838.911,"Mount",13.480,-49.922,-16.535,49.349,-11.194,49.349,2000,E,2000,S,,,68642,10.97,0
885,4844.496,"Mount",13.491,-50.182,-16.562,49.608,-11.218,49.608,2000,E,2000,S,,,77079,9.79,0
886,4850.112,"Mount",13.495,-50.136,-16.563,49.563,-11.220,49.563,2000,E,2000,S,,,83826,9.54,0
887,4855.728,"Mount",13.447,-49.977,-16.505,49.405,-11.184,49.405,2000,E,2000,S,,,94077,8.32,0
888,4861.328,"Mount",13.597,-50.284,-16.674,49.706,-11.288,49.706,2000,E,2000,S,,,76301,9.24,0
889,4866.944,"Mount",13.481,-50.045,-16.543,49.472,-11.212,49.472,2000,E,2000,S,,,92722,7.79,0
890,4872.545,"Mount",13.084,-49.969,-16.142,49.411,-10.954,49.411,2000,E,2000,S,,,101904,7.79,0
891,4878.192,"Mount",13.780,-50.887,-16.893,50.301,-11.410,50.301,2000,E,2000,S,,,104493,7.45,0
892,4883.793,"Mount",13.977,-50.407,-17.061,49.814,-11.547,49.814,2000,E,2000,S,,,97287,8.42,0
893,4889.393,"Mount",14.020,-50.577,-17.114,49.982,-11.590,49.982,2000,E,2000,S,,,79564,9.22,0
894,4894.993,"Mount",14.100,-50.683,-17.200,50.084,-11.647,50.084,2000,E,2000,S,,,74246,10.33,0
895,4900.594,"Mount",14.182,-50.635,-17.280,50.034,-11.701,50.034,2000,E,2000,S,,,74252,10.10,0
896,4906.194,"Mount",14.131,-50.761,-17.236,50.161,-11.678,50.161,2000,E,2000,S,,,79800,10.30,0
897,4911.795,"Mount",14.033,-50.763,-17.138,50.168,-11.615,50.168,2000,E,2000,S,,,68154,11.52,0
898,4917.395,"Mount",14.164,-50.856,-17.275,50.256,-11.696,50.256,2000,E,2000,S,,,68964,12.79,0
899,4922.995,"Mount",14.149,-50.820,-17.258,50.220,-11.691,50.220,2000,E,2000,S,,,62094,11.86,0
900,4928.596,"Mount",14.115,-50.927,-17.231,50.328,-11.674,50.328,2000,E,2000,S,,,71849,12.44,0
901,4934.196,"Mount",14.210,-50.868,-17.322,50.265,-11.730,50.265,2000,E,2000,S,,,69939,13.48,0
902,4939.797,"Mount",14.273,-51.033,-17.395,50.427,-11.780,50.427,2000,E,2000,S,,,68978,13.11,0
903,4945.397,"Mount",14.238,-51.174,-17.369,50.570,-11.767,50.570,2000,E,2000,S,,,68554,11.47,0
904,4951.013,"Mount",14.115,-51.097,-17.241,50.498,-11.685,50.498,2000,E,2000,S,,,70033,10.94,0
905,4956.613,"Mount",14.257,-51.220,-17.390,50.616,-11.774,50.616,2000,E,2000,S,,,69738,11.17,0
906,4962.214,"Mount",14.003,-51.329,-17.144,50.734,-11.625,50.734,2000,E,2000,S,,,66700,9.17,0
