PHD2 version 2.4.0, Log version 2.5. Log enabled at 2014-11-29 22:08:26

Guiding Begins at 2014-11-29 22:08:42
Dither = both axes, Dither scale = 1.000, Image noise reduction = none, Guide-frame time lapse = 0, Server enabled
Pixel scale = 7.73 arc-sec/px, Focal length = 100 mm
Search region = 15 px, Star mass tolerance = 50.0%
Equipment Profile = q5_100
Camera = Simulator, gain = 95, full size = 752 x 580, no dark, no defect map, pixel size = 3.8 um
Exposure = 1000 ms
Mount = EQMOD ASCOM Simulator,  connected, guiding enabled, xAngle = -3.5, xRate = 0.0006, yAngle = 265.2, yRate = 0.0008, Dec = 90.0 deg, Pier side = West
X guide algorithm = Hysteresis, Hysteresis = 0.100, Aggression = 0.700, Minimum move = 0.170
Y guide algorithm = Resist Switch, Minimum move = 0.170
Calibration step = phdlab_placeholder, Max RA duration = 2000, Max DEC duration = 2000, DEC guide mode = Auto
Lock position = 428.883, 179.151, Star position = 428.883, 179.151
Frame,Time,mount,dx,dy,RARawDistance,DECRawDistance,RAGuideDistance,DECGuideDistance,RADuration,RADirection,DECDuration,DECDirection,XStep,YStep,StarMass,SNR,ErrorCode
238,1219.845,"Mount",3.928,-12.127,-4.669,11.962,-3.128,11.962,2000,E,2000,S,,,73402,8.77,0
239,1225.446,"Mount",3.905,-12.404,-4.663,12.240,-3.157,12.240,2000,E,2000,S,,,87621,9.00,0
240,1231.046,"Mount",3.889,-12.237,-4.637,12.073,-3.142,12.073,2000,E,2000,S,,,79293,9.66,0
241,1236.646,"Mount",3.975,-12.470,-4.737,12.303,-3.204,12.303,2000,E,2000,S,,,74266,9.52,0
242,1242.216,"Mount",4.110,-12.552,-4.877,12.379,-3.297,12.379,2000,E,2000,S,,,86767,9.60,0
243,1247.785,"Mount",4.117,-12.597,-4.887,12.424,-3.310,12.424,2000,E,2000,S,,,83312,10.32,0
244,1253.401,"Mount",3.863,-12.756,-4.642,12.593,-3.156,12.593,2000,E,2000,S,,,73364,9.20,0
245,1258.986,"Mount",4.032,-12.723,-4.809,12.553,-3.251,12.553,2000,E,2000,S,,,71642,11.86,0
246,1264.586,"Mount",3.923,-12.807,-4.706,12.641,-3.192,12.641,2000,E,2000,S,,,62866,11.14,0
247,1270.187,"Mount",3.914,-12.756,-4.694,12.591,-3.180,12.591,2000,E,2000,S,,,68583,11.22,0
248,1275.803,"Mount",3.903,-12.794,-4.685,12.629,-3.174,12.629,2000,E,2000,S,,,73086,10.26,0
249,1281.387,"Mount",3.877,-12.976,-4.671,12.813,-3.165,12.813,2000,E,2000,S,,,66935,11.58,0
250,1286.988,"Mount",3.764,-13.012,-4.560,12.853,-3.094,12.853,2000,E,2000,S,,,74196,9.58,0
251,1292.604,"Mount",3.917,-13.084,-4.717,12.918,-3.188,12.918,2000,E,2000,S,,,83742,9.46,0
252,1298.204,"Mount",3.823,-13.086,-4.623,12.924,-3.136,12.924,2000,E,2000,S,,,81020,10.44,0
253,1303.805,"Mount",3.684,-13.127,-4.487,12.971,-3.046,12.971,2000,E,2000,S,,,79435,8.55,0
254,1309.405,"Mount",3.954,-13.244,-4.764,13.077,-3.215,13.077,2000,E,2000,S,,,76278,9.69,0
255,1315.005,"Mount",3.575,-13.997,-4.432,13.844,-3.017,13.844,2000,E,2000,S,,,104799,7.50,0
256,1320.606,"Mount",3.872,-13.135,-4.675,12.971,-3.157,12.971,2000,E,2000,S,,,97124,8.34,0
257,1326.206,"Mount",4.036,-13.872,-4.885,13.701,-3.298,13.701,2000,E,2000,S,,,86614,8.61,0
258,1331.807,"Mount",3.552,-13.767,-4.395,13.616,-3.000,13.616,2000,E,2000,S,,,93775,7.64,0
259,1337.407,"Mount",3.970,-13.574,-4.800,13.406,-3.234,13.406,2000,E,2000,S,,,81637,8.65,0
260,1342.992,"Mount",3.865,-13.588,-4.697,13.424,-3.185,13.424,2000,E,2000,S,,,93770,8.42,0
261,1348.623,"Mount",3.572,-13.813,-4.417,13.660,-3.006,13.660,2000,E,2000,S,,,79120,8.61,0
262,1354.224,"Mount",3.684,-13.735,-4.524,13.578,-3.061,13.578,2000,E,2000,S,,,84697,8.42,0
263,1359.809,"Mount",3.860,-13.838,-4.707,13.675,-3.180,13.675,2000,E,2000,S,,,70563,10.77,0
264,1365.425,"Mount",3.624,-13.975,-4.480,13.820,-3.045,13.820,2000,E,2000,S,,,70086,9.21,0
265,1371.025,"Mount",3.860,-14.011,-4.718,13.847,-3.185,13.847,2000,E,2000,S,,,68427,11.10,0
266,1376.641,"Mount",4.033,-14.025,-4.891,13.854,-3.304,13.854,2000,E,2000,S,,,73587,10.78,0
267,1382.242,"Mount",3.833,-13.883,-4.683,13.720,-3.181,13.720,2000,E,2000,S,,,71679,9.57,0
268,1387.842,"Mount",4.170,-13.882,-5.019,13.706,-3.384,13.706,2000,E,2000,S,,,76709,8.97,0
269,1393.442,"Mount",4.086,-14.317,-4.962,14.144,-3.363,14.144,2000,E,2000,S,,,83383,9.07,0
270,1399.074,"Mount",3.998,-14.319,-4.874,14.149,-3.306,14.149,2000,E,2000,S,,,88461,9.52,0
271,1404.674,"Mount",4.123,-14.320,-4.999,14.145,-3.381,14.145,2000,E,2000,S,,,75266,10.00,0
272,1410.275,"Mount",3.903,-14.427,-4.786,14.261,-3.252,14.261,2000,E,2000,S,,,107641,7.60,0
273,1415.875,"Mount",3.849,-14.342,-4.727,14.178,-3.205,14.178,2000,E,2000,S,,,83989,9.02,0
274,1421.476,"Mount",4.156,-14.591,-5.048,14.415,-3.405,14.415,2000,E,2000,S,,,80021,8.93,0
275,1427.076,"Mount",4.245,-14.638,-5.140,14.459,-3.477,14.459,2000,E,2000,S,,,70941,10.87,0
276,1432.692,"Mount",4.158,-14.499,-5.045,14.323,-3.422,14.323,2000,E,2000,S,,,80710,10.74,0
277,1438.308,"Mount",4.130,-14.677,-5.028,14.502,-3.407,14.502,2000,E,2000,S,,,78171,9.54,0
278,1443.908,"Mount",4.207,-14.663,-5.104,14.485,-3.454,14.485,2000,E,2000,S,,,74118,9.35,0
279,1449.509,"Mount",4.232,-14.594,-5.124,14.415,-3.470,14.415,2000,E,2000,S,,,69363,11.50,0
280,1455.109,"Mount",4.566,-14.848,-5.473,14.656,-3.691,14.656,2000,E,2000,S,,,72276,10.22,0
281,1460.710,"Mount",4.324,-14.815,-5.230,14.633,-3.553,14.633,2000,E,2000,S,,,63487,11.05,0
282,1466.326,"Mount",4.563,-14.956,-5.477,14.764,-3.699,14.764,2000,E,2000,S,,,75249,10.31,0
283,1471.926,"Mount",4.710,-14.859,-5.618,14.661,-3.798,14.661,2000,E,2000,S,,,71639,10.18,0
284,1477.527,"Mount",4.666,-14.909,-5.577,14.713,-3.779,14.713,2000,E,2000,S,,,75110,10.06,0
285,1483.127,"Mount",4.691,-14.865,-5.599,14.668,-3.792,14.668,2000,E,2000,S,,,82539,10.17,0
286,1488.727,"Mount",4.757,-14.938,-5.670,14.738,-3.837,14.738,2000,E,2000,S,,,91405,9.00,0
287,1494.328,"Mount",4.921,-15.019,-5.838,14.813,-3.947,14.813,2000,E,2000,S,,,88822,9.27,0
288,1499.928,"Mount",4.740,-15.071,-5.661,14.872,-3.843,14.872,2000,E,2000,S,,,91065,9.40,0
289,1505.529,"Mount",4.450,-15.124,-5.375,14.936,-3.655,14.936,2000,E,2000,S,,,96622,8.38,0
290,1511.129,"Mount",4.792,-14.820,-5.697,14.619,-3.845,14.619,2000,E,2000,S,,,96395,7.34,0
291,1516.714,"Mount",4.823,-15.415,-5.765,15.212,-3.901,15.212,2000,E,2000,S,,,97898,8.16,0
292,1522.314,"Mount",4.827,-15.840,-5.795,15.636,-3.924,15.636,2000,E,2000,S,,,104105,6.46,0
293,1527.930,"Mount",4.385,-15.405,-5.327,15.219,-3.631,15.219,2000,E,2000,S,,,105874,7.24,0
294,1533.515,"Mount",4.429,-15.686,-5.389,15.498,-3.649,15.498,2000,E,2000,S,,,86595,9.02,0
295,1539.115,"Mount",4.412,-15.657,-5.370,15.470,-3.639,15.470,2000,E,2000,S,,,82059,10.16,0
296,1544.716,"Mount",4.357,-15.813,-5.324,15.628,-3.609,15.628,2000,E,2000,S,,,72572,11.59,0
297,1550.332,"Mount",4.276,-15.939,-5.252,15.758,-3.561,15.758,2000,E,2000,S,,,72225,9.83,0
298,1555.932,"Mount",4.344,-15.989,-5.322,15.804,-3.602,15.804,2000,E,2000,S,,,62865,12.64,0
299,1561.533,"Mount",4.317,-15.849,-5.287,15.666,-3.583,15.666,2000,E,2000,S,,,65973,12.52,0
300,1567.102,"Mount",4.249,-16.027,-5.230,15.846,-3.546,15.846,2000,E,2000,S,,,68755,11.88,0
301,1572.733,"Mount",4.335,-16.096,-5.320,15.912,-3.600,15.912,2000,E,2000,S,,,74916,10.32,0
302,1578.349,"Mount",4.528,-15.966,-5.505,15.774,-3.720,15.774,2000,E,2000,S,,,73869,9.52,0
303,1583.966,"Mount",4.474,-16.207,-5.466,16.017,-3.704,16.017,2000,E,2000,S,,,78059,9.32,0
304,1589.566,"Mount",4.416,-16.107,-5.401,15.920,-3.662,15.920,2000,E,2000,S,,,70906,9.67,0
305,1595.135,"Mount",4.444,-16.112,-5.430,15.923,-3.677,15.923,2000,E,2000,S,,,84447,9.84,0
306,1600.736,"Mount",4.487,-16.360,-5.488,16.170,-3.715,16.170,2000,E,2000,S,,,85676,9.07,0
307,1606.336,"Mount",4.490,-16.391,-5.493,16.200,-3.721,16.200,2000,E,2000,S,,,97336,8.46,0
308,1611.936,"Mount",4.319,-16.595,-5.335,16.411,-3.622,16.411,2000,E,2000,S,,,78674,9.09,0
309,1617.537,"Mount",4.542,-16.619,-5.558,16.426,-3.755,16.426,2000,E,2000,S,,,105150,7.13,0
310,1623.122,"Mount",4.661,-17.011,-5.701,16.813,-3.855,16.813,2000,E,2000,S,,,92064,8.38,0
311,1628.722,"Mount",4.377,-16.475,-5.385,16.289,-3.662,16.289,2000,E,2000,S,,,86096,8.19,0
312,1634.338,"Mount",4.798,-16.735,-5.822,16.532,-3.924,16.532,2000,E,2000,S,,,81325,9.13,0
313,1639.954,"Mount",4.413,-16.695,-5.435,16.508,-3.698,16.508,2000,E,2000,S,,,79925,8.97,0
314,1645.554,"Mount",4.783,-16.888,-5.816,16.685,-3.923,16.685,2000,E,2000,S,,,87632,8.95,0
315,1651.155,"Mount",4.879,-16.970,-5.917,16.763,-4.002,16.763,2000,E,2000,S,,,69009,10.44,0
316,1656.755,"Mount",4.730,-16.872,-5.762,16.671,-3.910,16.671,2000,E,2000,S,,,75727,9.20,0
317,1662.356,"Mount",4.748,-17.015,-5.789,16.814,-3.921,16.814,2000,E,2000,S,,,72386,11.21,0
318,1667.956,"Mount",4.688,-17.035,-5.730,16.836,-3.885,16.836,2000,E,2000,S,,,67256,10.33,0
319,1673.556,"Mount",4.974,-17.068,-6.018,16.857,-4.063,16.857,2000,E,2000,S,,,70891,9.59,0
320,1679.157,"Mount",4.950,-17.162,-6.000,16.953,-4.064,16.953,2000,E,2000,S,,,69975,9.97,0
321,1684.773,"Mount",5.017,-17.069,-6.060,16.857,-4.102,16.857,2000,E,2000,S,,,70156,10.70,0
322,1690.373,"Mount",5.099,-17.071,-6.142,16.855,-4.157,16.855,2000,E,2000,S,,,70997,11.83,0
323,1695.974,"Mount",5.147,-17.297,-6.204,17.080,-4.200,17.080,2000,E,2000,S,,,64710,10.45,0
324,1701.590,"Mount",5.309,-17.276,-6.365,17.052,-4.304,17.052,2000,E,2000,S,,,73210,11.00,0
325,1707.159,"Mount",5.214,-17.261,-6.269,17.041,-4.251,17.041,2000,E,2000,S,,,70982,10.78,0
326,1712.759,"Mount",5.311,-17.335,-6.370,17.111,-4.311,17.111,2000,E,2000,S,,,76005,8.64,0
327,1718.360,"Mount",5.213,-17.733,-6.297,17.513,-4.269,17.513,2000,E,2000,S,,,89713,8.89,0
328,1723.960,"Mount",5.471,-17.570,-6.545,17.339,-4.422,17.339,2000,E,2000,S,,,92285,9.44,0
329,1729.545,"Mount",5.215,-17.432,-6.281,17.212,-4.266,17.212,2000,E,2000,S,,,81060,9.02,0
330,1735.130,"Mount",5.359,-17.484,-6.428,17.258,-4.348,17.258,2000,E,2000,S,,,94180,8.29,0
331,1740.746,"Mount",5.350,-17.691,-6.431,17.465,-4.356,17.465,2000,E,2000,S,,,76298,10.75,0
332,1746.346,"Mount",5.189,-17.836,-6.280,17.616,-4.261,17.616,2000,E,2000,S,,,70735,9.64,0
333,1751.947,"Mount",5.178,-17.776,-6.265,17.557,-4.245,17.557,2000,E,2000,S,,,73893,12.09,0
334,1757.531,"Mount",5.119,-17.968,-6.218,17.751,-4.215,17.751,2000,E,2000,S,,,66541,13.54,0
335,1763.132,"Mount",5.239,-17.925,-6.335,17.704,-4.286,17.704,2000,E,2000,S,,,69056,12.68,0
336,1768.732,"Mount",5.206,-18.034,-6.309,17.814,-4.275,17.814,2000,E,2000,S,,,73642,12.15,0
337,1774.333,"Mount",5.053,-18.145,-6.163,17.930,-4.182,17.930,2000,E,2000,S,,,64280,10.32,0
338,1779.933,"Mount",5.140,-18.174,-6.252,17.956,-4.231,17.956,2000,E,2000,S,,,63886,11.29,0
339,1785.533,"Mount",4.991,-18.285,-6.110,18.073,-4.145,18.073,2000,E,2000,S,,,77973,8.40,0
340,1791.134,"Mount",4.846,-18.388,-5.971,18.182,-4.052,18.182,2000,E,2000,S,,,92405,8.63,0
341,1796.734,"Mount",5.141,-18.454,-6.270,18.236,-4.234,18.236,2000,E,2000,S,,,80374,9.50,0
342,1802.335,"Mount",5.154,-18.428,-6.281,18.209,-4.253,18.209,2000,E,2000,S,,,74505,8.97,0
343,1807.904,"Mount",5.053,-18.820,-6.205,18.605,-4.207,18.605,2000,E,2000,S,,,88178,8.67,0
344,1813.489,"Mount",4.900,-18.519,-6.033,18.310,-4.095,18.310,2000,E,2000,S,,,82108,8.40,0
345,1819.089,"Mount",4.983,-18.740,-6.130,18.528,-4.149,18.528,2000,E,2000,S,,,75770,9.82,0
346,1824.690,"Mount",5.079,-18.582,-6.216,18.366,-4.206,18.366,2000,E,2000,S,,,90690,10.30,0
347,1830.274,"Mount",5.040,-18.727,-6.186,18.512,-4.192,18.512,2000,E,2000,S,,,66415,11.75,0
348,1836.187,"Mount",5.138,-18.834,-6.291,18.616,-4.257,18.616,2000,E,2000,S,,,65316,10.75,0
349,1841.787,"Mount",5.251,-18.935,-6.410,18.712,-4.336,18.712,2000,E,2000,S,,,66419,12.98,0
350,1847.388,"Mount",5.081,-18.880,-6.236,18.664,-4.232,18.664,2000,E,2000,S,,,73592,14.42,0
351,1852.988,"Mount",5.138,-18.956,-6.298,18.738,-4.264,18.738,2000,E,2000,S,,,68729,11.53,0
352,1858.588,"Mount",5.138,-19.034,-6.303,18.815,-4.269,18.815,2000,E,2000,S,,,63742,11.18,0
353,1864.189,"Mount",5.263,-19.073,-6.430,18.850,-4.350,18.850,2000,E,2000,S,,,67504,10.87,0
354,1869.789,"Mount",5.240,-19.072,-6.407,18.849,-4.341,18.849,2000,E,2000,S,,,76450,10.39,0
355,1875.390,"Mount",5.445,-19.264,-6.624,19.033,-4.477,19.033,2000,E,2000,S,,,68145,10.21,0
356,1880.990,"Mount",5.553,-19.194,-6.726,18.959,-4.551,18.959,2000,E,2000,S,,,78354,10.26,0
357,1886.590,"Mount",5.367,-19.205,-6.542,18.977,-4.440,18.977,2000,E,2000,S,,,75475,10.43,0
358,1892.206,"Mount",5.404,-19.209,-6.579,18.980,-4.456,18.980,2000,E,2000,S,,,79938,8.35,0
359,1897.822,"Mount",5.253,-19.512,-6.447,19.289,-4.374,19.289,2000,E,2000,S,,,84072,9.06,0
360,1903.423,"Mount",5.449,-19.569,-6.646,19.338,-4.493,19.338,2000,E,2000,S,,,107401,6.90,0
361,1909.023,"Mount",5.434,-19.766,-6.643,19.536,-4.500,19.536,2000,E,2000,S,,,85834,7.26,0
362,1914.608,"Mount",5.674,-19.651,-6.876,19.411,-4.647,19.411,2000,E,2000,S,,,108154,6.86,0
363,1920.193,"Mount",5.721,-19.542,-6.916,19.301,-4.682,19.301,2000,E,2000,S,,,85161,8.44,0
364,1925.778,"Mount",5.830,-19.713,-7.035,19.467,-4.760,19.467,2000,E,2000,S,,,87385,8.87,0
365,1931.378,"Mount",5.805,-19.885,-7.021,19.640,-4.757,19.640,2000,E,2000,S,,,73172,9.36,0
366,1937.010,"Mount",6.052,-19.731,-7.258,19.475,-4.905,19.475,2000,E,2000,S,,,80729,9.69,0
367,1942.595,"Mount",6.072,-19.713,-7.277,19.457,-4.928,19.457,2000,E,2000,S,,,79030,9.96,0
368,1948.195,"Mount",5.792,-19.904,-7.009,19.659,-4.761,19.659,2000,E,2000,S,,,64077,11.45,0
369,1953.827,"Mount",5.965,-19.972,-7.186,19.720,-4.860,19.720,2000,E,2000,S,,,71599,11.77,0
370,1959.427,"Mount",6.045,-19.957,-7.265,19.702,-4.917,19.702,2000,E,2000,S,,,60794,11.91,0
371,1965.027,"Mount",5.814,-20.176,-7.048,19.930,-4.784,19.930,2000,E,2000,S,,,75693,10.47,0
372,1970.628,"Mount",5.993,-19.929,-7.211,19.676,-4.878,19.676,2000,E,2000,S,,,80306,10.77,0
373,1976.228,"Mount",6.086,-20.074,-7.313,19.817,-4.949,19.817,2000,E,2000,S,,,76091,11.13,0
374,1981.829,"Mount",6.158,-19.898,-7.374,19.638,-4.992,19.638,2000,E,2000,S,,,76490,8.67,0
375,1987.429,"Mount",5.932,-20.382,-7.178,20.131,-4.872,20.131,2000,E,2000,S,,,100128,8.69,0
376,1993.029,"Mount",5.734,-20.225,-6.971,19.982,-4.732,19.982,2000,E,2000,S,,,83892,8.43,0
377,1998.614,"Mount",5.717,-20.514,-6.972,20.271,-4.723,20.271,2000,E,2000,S,,,99060,7.99,0
378,2004.230,"Mount",5.983,-20.747,-7.252,20.493,-4.900,20.493,2000,E,2000,S,,,88239,7.26,0
379,2009.831,"Mount",5.740,-20.698,-7.006,20.455,-4.757,20.455,2000,E,2000,S,,,86907,8.15,0
380,2015.431,"Mount",5.625,-20.912,-6.905,20.673,-4.683,20.673,2000,E,2000,S,,,90831,9.08,0
381,2021.016,"Mount",5.413,-20.936,-6.695,20.705,-4.545,20.705,2000,E,2000,S,,,93868,7.75,0
382,2026.616,"Mount",5.744,-20.804,-7.016,20.561,-4.738,20.561,2000,E,2000,S,,,81241,8.61,0
383,2032.217,"Mount",5.597,-20.942,-6.879,20.704,-4.665,20.704,2000,E,2000,S,,,73790,9.26,0
384,2037.817,"Mount",5.404,-20.887,-6.683,20.657,-4.537,20.657,2000,E,2000,S,,,73115,8.81,0
385,2043.418,"Mount",5.425,-21.155,-6.720,20.923,-4.551,20.923,2000,E,2000,S,,,85369,8.76,0
386,2049.018,"Mount",5.405,-21.019,-6.692,20.788,-4.534,20.788,2000,E,2000,S,,,85890,9.31,0
387,2054.603,"Mount",5.471,-21.158,-6.766,20.924,-4.580,20.924,2000,E,2000,S,,,91301,8.99,0
388,2060.203,"Mount",5.486,-21.008,-6.772,20.774,-4.587,20.774,2000,E,2000,S,,,98095,8.46,0
389,2065.788,"Mount",5.944,-20.952,-7.226,20.700,-4.873,20.700,2000,E,2000,S,,,86973,8.69,0
390,2071.388,"Mount",5.456,-21.126,-6.749,20.894,-4.593,20.894,2000,E,2000,S,,,77685,9.01,0
391,2076.989,"Mount",5.958,-21.407,-7.268,21.154,-4.900,21.154,2000,E,2000,S,,,97856,8.21,0
392,2082.589,"Mount",5.852,-21.086,-7.142,20.838,-4.843,20.838,2000,E,2000,S,,,78613,8.36,0
393,2088.190,"Mount",5.968,-21.082,-7.257,20.829,-4.911,20.829,2000,E,2000,S,,,82825,9.12,0
394,2093.790,"Mount",5.969,-21.632,-7.292,21.379,-4.938,21.379,2000,E,2000,S,,,77290,9.24,0
395,2099.390,"Mount",6.192,-21.622,-7.514,21.360,-5.080,21.360,2000,E,2000,S,,,82697,8.40,0
396,2104.991,"Mount",6.088,-21.729,-7.417,21.471,-5.029,21.471,2000,E,2000,S,,,85734,9.31,0
397,2110.591,"Mount",6.156,-21.741,-7.486,21.480,-5.068,21.480,2000,E,2000,S,,,74400,11.04,0
398,2116.176,"Mount",6.108,-21.742,-7.438,21.483,-5.040,21.483,2000,E,2000,S,,,69087,11.09,0
399,2121.776,"Mount",6.137,-21.694,-7.464,21.434,-5.055,21.434,2000,E,2000,S,,,65608,11.78,0
400,2127.377,"Mount",6.227,-21.808,-7.561,21.544,-5.117,21.544,2000,E,2000,S,,,66316,10.71,0
401,2132.977,"Mount",6.171,-21.808,-7.505,21.547,-5.086,21.547,2000,E,2000,S,,,64366,11.17,0
402,2138.578,"Mount",6.180,-21.903,-7.520,21.641,-5.094,21.641,2000,E,2000,S,,,72641,12.61,0
403,2144.178,"Mount",6.200,-22.027,-7.547,21.764,-5.111,21.764,2000,E,2000,S,,,58842,11.39,0
404,2149.778,"Mount",6.333,-21.964,-7.676,21.696,-5.194,21.696,2000,E,2000,S,,,75738,11.94,0
405,2155.363,"Mount",6.320,-22.099,-7.671,21.832,-5.196,21.832,2000,E,2000,S,,,67031,12.43,0
406,2160.964,"Mount",6.347,-22.093,-7.698,21.825,-5.214,21.825,2000,E,2000,S,,,69418,11.01,0
407,2166.564,"Mount",6.493,-22.188,-7.850,21.913,-5.310,21.913,2000,E,2000,S,,,73058,10.02,0
408,2172.165,"Mount",6.305,-22.258,-7.666,21.991,-5.202,21.991,2000,E,2000,S,,,84338,9.03,0
409,2177.765,"Mount",6.354,-22.474,-7.728,22.205,-5.233,22.205,2000,E,2000,S,,,93249,7.55,0
410,2183.365,"Mount",6.443,-22.172,-7.798,21.899,-5.279,21.899,2000,E,2000,S,,,70600,9.28,0
411,2188.966,"Mount",6.410,-22.039,-7.758,21.768,-5.257,21.768,2000,E,2000,S,,,83923,8.20,0
412,2194.566,"Mount",6.552,-22.223,-7.911,21.946,-5.352,21.946,2000,E,2000,S,,,110567,6.56,0
413,2200.182,"Mount",6.797,-22.117,-8.149,21.830,-5.508,21.830,2000,E,2000,S,,,89448,8.14,0
414,2205.783,"Mount",6.351,-22.651,-7.737,22.382,-5.260,22.382,2000,E,2000,S,,,91166,8.66,0
415,2211.383,"Mount",6.692,-22.896,-8.092,22.613,-5.466,22.613,2000,E,2000,S,,,89820,8.19,0
416,2216.983,"Mount",6.512,-22.996,-7.918,22.720,-5.371,22.720,2000,E,2000,S,,,92939,7.60,0
417,2222.584,"Mount",6.450,-22.764,-7.842,22.490,-5.316,22.490,2000,E,2000,S,,,88528,8.97,0
418,2228.184,"Mount",6.565,-22.673,-7.952,22.396,-5.382,22.396,2000,E,2000,S,,,81406,9.76,0
419,2233.785,"Mount",6.382,-22.993,-7.789,22.722,-5.284,22.722,2000,E,2000,S,,,86097,9.68,0
420,2239.385,"Mount",6.426,-23.082,-7.838,22.810,-5.308,22.810,2000,E,2000,S,,,72811,11.71,0
421,2244.985,"Mount",6.318,-22.848,-7.716,22.580,-5.232,22.580,2000,E,2000,S,,,67066,10.89,0
422,2250.586,"Mount",6.228,-23.107,-7.642,22.842,-5.181,22.842,2000,E,2000,S,,,65860,10.37,0
423,2256.186,"Mount",6.353,-23.096,-7.766,22.826,-5.255,22.826,2000,E,2000,S,,,62582,11.51,0
424,2261.771,"Mount",6.149,-23.251,-7.572,22.989,-5.138,22.989,2000,E,2000,S,,,77657,10.75,0
425,2267.387,"Mount",6.259,-23.200,-7.678,22.934,-5.197,22.934,2000,E,2000,S,,,76016,9.23,0
426,2272.988,"Mount",6.400,-23.499,-7.838,23.228,-5.302,23.228,2000,E,2000,S,,,92294,8.58,0
427,2278.572,"Mount",6.250,-23.263,-7.674,22.998,-5.206,22.998,2000,E,2000,S,,,77978,10.74,0
428,2284.173,"Mount",6.349,-23.320,-7.775,23.051,-5.263,23.051,2000,E,2000,S,,,89901,8.54,0
429,2289.773,"Mount",6.198,-23.465,-7.634,23.201,-5.178,23.201,2000,E,2000,S,,,76464,10.67,0
430,2295.374,"Mount",6.180,-23.786,-7.636,23.523,-5.173,23.523,2000,E,2000,S,,,69432,10.29,0
431,2300.974,"Mount",6.313,-23.622,-7.759,23.353,-5.250,23.353,2000,E,2000,S,,,77083,9.62,0
432,2306.574,"Mount",6.445,-23.873,-7.906,23.599,-5.348,23.599,2000,E,2000,S,,,74050,10.03,0
433,2312.175,"Mount",6.477,-23.954,-7.943,23.678,-5.379,23.678,2000,E,2000,S,,,83290,8.81,0
434,2317.775,"Mount",6.471,-23.860,-7.931,23.585,-5.373,23.585,2000,E,2000,S,,,77754,9.34,0
435,2323.376,"Mount",6.520,-23.771,-7.974,23.494,-5.400,23.494,2000,E,2000,S,,,83283,9.00,0
436,2328.976,"Mount",6.517,-24.125,-7.993,23.848,-5.414,23.848,2000,E,2000,S,,,78115,9.15,0
437,2334.576,"Mount",6.749,-23.857,-8.208,23.571,-5.550,23.571,2000,E,2000,S,,,76569,10.44,0
438,2340.177,"Mount",6.714,-23.858,-8.174,23.573,-5.538,23.573,2000,E,2000,S,,,73492,9.94,0
439,2345.777,"Mount",6.791,-23.978,-8.257,23.690,-5.590,23.690,2000,E,2000,S,,,71535,10.40,0
440,2351.378,"Mount",6.890,-24.113,-8.365,23.821,-5.661,23.821,2000,E,2000,S,,,72228,11.25,0
441,2356.978,"Mount",6.992,-24.040,-8.462,23.744,-5.727,23.744,2000,E,2000,S,,,71840,9.91,0
442,2362.578,"Mount",7.198,-24.248,-8.680,23.944,-5.870,23.944,2000,E,2000,S,,,74329,9.71,0
443,2368.179,"Mount",7.046,-24.311,-8.533,24.013,-5.787,24.013,2000,E,2000,S,,,66063,9.67,0
444,2373.779,"Mount",6.945,-24.379,-8.436,24.085,-5.720,24.085,2000,E,2000,S,,,84470,8.97,0
445,2379.364,"Mount",7.001,-24.288,-8.486,23.992,-5.747,23.992,2000,E,2000,S,,,69456,10.74,0
446,2384.965,"Mount",7.092,-24.523,-8.592,24.223,-5.815,24.223,2000,E,2000,S,,,82117,8.82,0
447,2390.565,"Mount",6.957,-24.834,-8.476,24.539,-5.747,24.539,2000,E,2000,S,,,74054,10.21,0
448,2396.165,"Mount",7.078,-24.624,-8.584,24.324,-5.810,24.324,2000,E,2000,S,,,80409,9.26,0
449,2401.766,"Mount",7.155,-24.666,-8.664,24.363,-5.865,24.363,2000,E,2000,S,,,80390,10.78,0
450,2407.366,"Mount",7.093,-24.691,-8.603,24.391,-5.830,24.391,2000,E,2000,S,,,74335,9.42,0
451,2412.967,"Mount",7.127,-24.964,-8.654,24.662,-5.860,24.662,2000,E,2000,S,,,70819,12.11,0
452,2418.598,"Mount",7.262,-24.769,-8.776,24.462,-5.939,24.462,2000,E,2000,S,,,70147,11.37,0
453,2424.199,"Mount",7.146,-24.826,-8.664,24.524,-5.874,24.524,2000,E,2000,S,,,68939,13.07,0
454,2429.799,"Mount",7.206,-24.900,-8.728,24.595,-5.910,24.595,2000,E,2000,S,,,73898,11.78,0
455,2435.399,"Mount",7.157,-25.039,-8.688,24.736,-5.887,24.736,2000,E,2000,S,,,68277,13.15,0
456,2440.984,"Mount",7.060,-24.998,-8.589,24.699,-5.823,24.699,2000,E,2000,S,,,59974,12.56,0
457,2446.569,"Mount",7.132,-25.070,-8.665,24.768,-5.867,24.768,2000,E,2000,S,,,69439,12.03,0
458,2452.169,"Mount",7.108,-25.182,-8.649,24.881,-5.859,24.881,2000,E,2000,S,,,64603,10.33,0
459,2457.754,"Mount",7.143,-25.186,-8.683,24.883,-5.880,24.883,2000,E,2000,S,,,79923,10.41,0
460,2463.386,"Mount",7.251,-25.303,-8.798,24.996,-5.955,24.996,2000,E,2000,S,,,69791,11.26,0
